sequence.start,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,verdict,FileName,sample,user,FullName,id,fuzzy_n,desorb.Start.diff
2017-06-30T12:41:24Z,2017-06-30T19:44:19Z,2017-06-30T19:38:50Z,2017-06-30T19:38:50Z,NA NA,NA,1,NA,1,NA,329,,STD3uL0.01_06302017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.01_06302017.qgd,0ce8ade6-8ce0-40dd-91ea-e0a7f0b835a0,1,2675
2017-06-30T13:27:02Z,2017-06-30T20:29:54Z,2017-06-30T20:23:49Z,2017-06-30T20:23:49Z,NA NA,NA,1,NA,1,NA,365,,2017pot10D_06302017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/2017pot10D_06302017.qgd,ba767927-5b96-43ad-af95-b7807583fc1d,1,2735
2017-06-30T20:58:31Z,2017-07-01T04:01:23Z,2017-07-01T03:58:53Z,2017-07-01T03:58:53Z,NA NA,NA,1,NA,1,NA,150,,2017pot529N_06302017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/2017pot529N_06302017.qgd,8521fc43-80f3-432d-8c3c-02fc4308f662,1,27089
2017-07-05T13:52:29Z,2017-07-05T20:55:48Z,2017-07-05T20:52:25Z,2017-07-05T20:52:25Z,NA NA,NA,1,NA,1,NA,203,,Blank_07052017.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Blank_07052017.qgd,4dfdf683-ec79-4357-a0ef-5fa20a30040e,1,406465
2017-07-06T06:55:46Z,2017-07-06T13:58:37Z,2017-07-06T13:56:48Z,2017-07-06T13:56:48Z,NA NA,NA,1,NA,1,NA,109,,2017pot770N_07062017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/2017pot770N_07062017.qgd,1614e9e2-f28d-47c6-8fde-4d18f867f050,1,61369
2017-07-06T07:36:33Z,2017-07-06T14:39:26Z,2017-07-06T14:37:34Z,2017-07-06T14:37:34Z,NA NA,NA,1,NA,1,NA,112,,2017pot529N_07062017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/2017pot529N_07062017.qgd,90d7172a-f90e-4c91-860f-c5985baf3228,1,2449
2017-07-07T11:54:24Z,2017-07-07T18:57:40Z,2017-07-07T18:55:17Z,2017-07-07T18:55:17Z,NA NA,NA,1,NA,1,NA,143,,Pstrictus685_07072017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Pstrictus685_07072017.qgd,35f1db2a-9a98-4c78-8dd1-cb64f224708f,1,101894
2017-07-10T17:20:20Z,2017-07-09T09:42:23Z,NA,2017-07-09T09:42:23Z,NA High Pressure Leak Failure,NA,1,NA,1,NA,NA,,NA,,NA,NA,ce8248fc-18c1-4862-87a8-ef4140ef9191,1,139483.5
2017-07-10T17:24:17Z,2017-07-11T00:27:07Z,2017-07-11T00:20:42Z,2017-07-11T00:20:42Z,NA NA,NA,1,NA,1,NA,385,,Blanktoclean_07102017.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Blanktoclean_07102017.qgd,44429418-3a19-433d-a282-b97d23c659b2,1,139483.5
2017-07-10T18:07:26Z,2017-07-11T01:10:18Z,2017-07-11T01:08:17Z,2017-07-11T01:08:17Z,NA NA,NA,1,NA,1,NA,121,,Blanktoclean2_07102017.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Blanktoclean2_07102017.qgd,6afbf856-b154-4dde-825e-0437d8343cfe,1,2591
2017-07-10T18:49:56Z,NA,NA,NA,NA High Pressure Leak Failure,NA,1,NA,1,NA,NA,,NA,,NA,NA,da6b909a-2d6a-4c24-ac3a-4a14ee226f94,1,NA
2017-07-10T18:52:58Z,2017-07-11T01:55:49Z,2017-07-11T01:50:57Z,2017-07-11T01:50:57Z,NA NA,NA,1,NA,1,NA,292,,STD3uL0.1_07102017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.1_07102017.qgd,1f004f80-dd7a-4a3d-a490-aaa972d95a81,1,NA
2017-07-10T19:34:44Z,2017-07-11T02:37:36Z,2017-07-11T02:35:45Z,2017-07-11T02:35:45Z,NA NA,NA,1,NA,1,NA,111,,STD3uL0.01_07102017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.01_07102017.qgd,823d57d2-d6a6-4750-ae17-2a9f27ada11e,1,2507
2017-07-11T11:51:06Z,2017-07-11T18:55:04Z,2017-07-11T19:03:22Z,2017-07-11T18:55:04Z,Desorbed NA,36,1,NA,1,NA,498,,blank 1.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/blank 1.qgd,aaca7987-663d-47d4-a742-4d1fc6bc2144,1,58648
2017-07-11T11:51:06Z,NA,NA,NA,NA Leak Test Pressurise Failed,71,2,NA,2,NA,NA,,NA,,NA,NA,aaca7987-663d-47d4-a742-4d1fc6bc2144,1,NA
2017-07-11T11:51:06Z,NA,NA,NA,NA NA,36,3,NA,3,NA,NA,,NA,,NA,NA,aaca7987-663d-47d4-a742-4d1fc6bc2144,1,NA
2017-07-11T13:34:19Z,NA,NA,NA,NA NA,NA,1,NA,1,NA,NA,,NA,,NA,NA,024a8f45-1c71-464b-a05e-6c1848dc808c,1,NA
2017-07-11T14:35:42Z,2017-07-11T21:40:42Z,2017-07-11T21:27:30Z,2017-07-11T21:27:30Z,Desorbed NA,1,1,NA,1,NA,792,,STD3uL0.0001_07112017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.0001_07112017.qgd,5d2bab6a-257c-44af-8251-414ceb31ca61,1,NA
2017-07-11T14:35:42Z,2017-07-11T22:11:08Z,2017-07-11T22:13:10Z,2017-07-11T22:11:08Z,Desorbed NA,2,2,NA,2,NA,122,,STD3uL0.001_07112017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.001_07112017.qgd,5d2bab6a-257c-44af-8251-414ceb31ca61,1,1826
2017-07-11T14:35:42Z,2017-07-11T22:44:22Z,2017-07-11T22:46:24Z,2017-07-11T22:44:22Z,Desorbed NA,3,3,NA,3,NA,122,,STD3uL0.01_07112017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.01_07112017.qgd,5d2bab6a-257c-44af-8251-414ceb31ca61,1,1994
2017-07-11T14:35:42Z,2017-07-11T23:01:58Z,2017-07-11T22:46:24Z,2017-07-11T22:46:24Z,NA NA,4,4,NA,4,NA,934,,STD3uL0.01_07112017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.01_07112017.qgd,5d2bab6a-257c-44af-8251-414ceb31ca61,1,1056
2017-07-11T14:35:42Z,NA,NA,NA,NA Leak Test Pressurise Failed,5,5,NA,5,NA,NA,,NA,,NA,NA,5d2bab6a-257c-44af-8251-414ceb31ca61,1,NA
2017-07-11T14:35:42Z,2017-07-11T23:23:16Z,NA,2017-07-11T23:23:16Z,NA NA,6,6,NA,6,NA,NA,,NA,,NA,NA,5d2bab6a-257c-44af-8251-414ceb31ca61,1,NA
2017-07-11T14:35:42Z,2017-07-11T23:42:02Z,NA,2017-07-11T23:42:02Z,NA NA,7,7,NA,7,NA,NA,,NA,,NA,NA,5d2bab6a-257c-44af-8251-414ceb31ca61,1,1126
2017-07-11T14:35:42Z,2017-07-12T01:43:06Z,NA,2017-07-12T01:43:06Z,NA NA,8,8,NA,8,NA,NA,,NA,,NA,NA,5d2bab6a-257c-44af-8251-414ceb31ca61,1,7264.5
2017-07-11T20:39:45Z,2017-07-12T03:44:11Z,NA,2017-07-12T03:44:11Z,NA NA,6,1,NA,1,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,7264.5
2017-07-11T20:39:45Z,2017-07-12T04:02:13Z,NA,2017-07-12T04:02:13Z,NA NA,7,2,NA,2,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1082
2017-07-11T20:39:45Z,2017-07-12T04:20:24Z,NA,2017-07-12T04:20:24Z,NA NA,8,3,NA,3,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1091
2017-07-11T20:39:45Z,2017-07-12T04:38:45Z,NA,2017-07-12T04:38:45Z,NA NA,9,4,NA,4,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1101
2017-07-11T20:39:45Z,2017-07-12T04:57:10Z,NA,2017-07-12T04:57:10Z,NA NA,10,5,NA,5,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1105
2017-07-11T20:39:45Z,2017-07-12T05:15:35Z,NA,2017-07-12T05:15:35Z,NA NA,91,6,NA,6,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1105
2017-07-11T20:39:45Z,2017-07-12T05:33:58Z,NA,2017-07-12T05:33:58Z,NA NA,92,7,NA,7,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1103
2017-07-11T20:39:45Z,2017-07-12T05:52:23Z,NA,2017-07-12T05:52:23Z,NA NA,93,8,NA,8,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1105
2017-07-11T20:39:45Z,2017-07-12T06:10:49Z,NA,2017-07-12T06:10:49Z,NA NA,94,9,NA,9,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1106
2017-07-11T20:39:45Z,2017-07-12T06:29:23Z,NA,2017-07-12T06:29:23Z,NA NA,95,10,NA,10,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1114
2017-07-11T20:39:45Z,2017-07-12T06:47:53Z,NA,2017-07-12T06:47:53Z,NA NA,96,11,NA,11,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1110
2017-07-11T20:39:45Z,2017-07-12T07:06:25Z,NA,2017-07-12T07:06:25Z,NA NA,97,12,NA,12,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1112
2017-07-11T20:39:45Z,2017-07-12T07:24:51Z,NA,2017-07-12T07:24:51Z,NA NA,98,13,NA,13,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1106
2017-07-11T20:39:45Z,2017-07-12T07:43:18Z,NA,2017-07-12T07:43:18Z,NA NA,99,14,NA,14,NA,NA,,NA,,NA,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1107
2017-07-12T09:39:08Z,2017-07-12T16:42:46Z,2017-07-12T16:37:17Z,2017-07-12T16:37:17Z,Desorbed NA,1,1,NA,1,NA,329,,STD3uL0.001_07122017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.001_07122017.qgd,c397ddfb-b29d-480b-8a13-b6823a3fbb33,1,32368
2017-07-12T09:39:08Z,2017-07-12T17:13:13Z,2017-07-12T17:14:58Z,2017-07-12T17:13:13Z,Desorbed NA,2,2,NA,2,NA,105,,STD3uL0.0001_07122017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.0001_07122017.qgd,c397ddfb-b29d-480b-8a13-b6823a3fbb33,1,1827
2017-07-12T09:39:08Z,2017-07-12T17:44:36Z,2017-07-12T17:46:32Z,2017-07-12T17:44:36Z,Desorbed NA,3,3,NA,3,NA,116,,VF1D07102017_07122017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/VF1D07102017_07122017.qgd,c397ddfb-b29d-480b-8a13-b6823a3fbb33,1,1883
2017-07-12T09:39:08Z,2017-07-12T18:16:27Z,2017-07-12T18:18:22Z,2017-07-12T18:16:27Z,Desorbed NA,4,4,NA,4,NA,115,,VF207102017_07122017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/VF207102017_07122017.qgd,c397ddfb-b29d-480b-8a13-b6823a3fbb33,1,1911
2017-07-12T09:39:08Z,2017-07-12T19:53:23Z,NA,2017-07-12T19:53:23Z,NA NA,5,5,NA,5,NA,NA,,NA,,NA,NA,c397ddfb-b29d-480b-8a13-b6823a3fbb33,1,5816.5
2017-07-12T14:23:55Z,2017-07-12T21:30:20Z,2017-07-12T21:24:09Z,2017-07-12T21:24:09Z,Desorbed NA,1,1,NA,1,NA,371,,blank1.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank1.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,5816.5
2017-07-12T14:23:55Z,2017-07-12T22:00:52Z,2017-07-12T22:07:43Z,2017-07-12T22:00:52Z,Desorbed NA,1,2,NA,2,NA,411,,blank2.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank2.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1832
2017-07-12T14:23:55Z,2017-07-12T22:33:15Z,2017-07-12T22:40:03Z,2017-07-12T22:33:15Z,Desorbed NA,1,3,NA,3,NA,408,,blank3.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank3.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1943
2017-07-12T14:23:55Z,2017-07-12T23:06:00Z,2017-07-12T23:12:52Z,2017-07-12T23:06:00Z,Desorbed NA,1,4,NA,4,NA,412,,blank4.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank4.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1965
2017-07-12T14:23:55Z,2017-07-12T23:38:53Z,2017-07-12T23:45:36Z,2017-07-12T23:38:53Z,Desorbed NA,1,5,NA,5,NA,403,,blank5.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank5.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1973
2017-07-12T14:23:55Z,2017-07-13T00:01:58Z,NA,2017-07-13T00:01:58Z,Desorbed NA,1,6,NA,6,NA,NA,,NA,,NA,NA,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1385
2017-07-12T14:23:55Z,2017-07-13T00:43:14Z,2017-07-13T00:50:06Z,2017-07-13T00:43:14Z,Desorbed NA,1,7,NA,7,NA,412,,blank7.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank7.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,2476
2017-07-12T14:23:55Z,2017-07-13T01:05:45Z,2017-07-13T00:50:06Z,2017-07-13T00:50:06Z,Desorbed NA,1,8,NA,8,NA,939,,blank7.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank7.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1351
2017-07-12T14:23:55Z,2017-07-13T01:46:51Z,2017-07-13T01:53:39Z,2017-07-13T01:46:51Z,Desorbed NA,1,9,NA,9,NA,408,,blank9.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank9.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,2466
2017-07-12T14:23:55Z,2017-07-13T02:18:33Z,2017-07-13T02:25:21Z,2017-07-13T02:18:33Z,Desorbed NA,1,10,NA,10,NA,408,,blank10.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank10.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1902
2017-07-13T08:58:31Z,2017-07-13T16:04:26Z,2017-07-13T15:59:16Z,2017-07-13T15:59:16Z,Desorbed NA,1,1,NA,1,NA,310,,BLANK_07132017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/BLANK_07132017.qgd,e8964bf1-5c83-4a78-8046-50d7d712b75e,1,49553
2017-07-13T08:58:31Z,2017-07-13T16:19:11Z,NA,2017-07-13T16:19:11Z,Desorbed NA,1,2,NA,2,NA,NA,,NA,,NA,NA,e8964bf1-5c83-4a78-8046-50d7d712b75e,1,885
2017-07-13T08:58:31Z,2017-07-13T17:06:12Z,2017-07-13T17:08:10Z,2017-07-13T17:06:12Z,Desorbed NA,1,3,NA,3,NA,118,,VF5D07102017_07132017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/VF5D07102017_07132017.qgd,e8964bf1-5c83-4a78-8046-50d7d712b75e,1,2821
2017-07-13T08:58:31Z,2017-07-13T17:37:55Z,2017-07-13T17:39:48Z,2017-07-13T17:37:55Z,Desorbed NA,1,4,NA,4,NA,113,,VF6D07102017_07132017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/VF6D07102017_07132017.qgd,e8964bf1-5c83-4a78-8046-50d7d712b75e,1,1903
2017-07-13T08:58:31Z,2017-07-13T18:09:47Z,2017-07-13T18:11:47Z,2017-07-13T18:09:47Z,Desorbed NA,1,5,NA,5,NA,120,,VFAIR07102017_07132017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/VFAIR07102017_07132017.qgd,e8964bf1-5c83-4a78-8046-50d7d712b75e,1,1912
2017-07-13T13:36:51Z,2017-07-13T20:41:40Z,2017-07-13T20:37:41Z,2017-07-13T20:37:41Z,Desorbed NA,1,1,NA,1,NA,239,,STD3uL0.001_07132017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.001_07132017.qgd,f6b19fb1-ce50-430f-90b1-eaa9ec8ea5d6,1,9113
2017-07-13T21:03:18Z,2017-07-14T04:08:10Z,2017-07-14T04:04:13Z,2017-07-14T04:04:13Z,Desorbed NA,1,1,NA,1,NA,237,,Pot10N_07132017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Pot10N_07132017.qgd,c33a86bb-5c5c-4fab-8d52-0e681e11b7a1,1,26790
2017-07-13T21:03:18Z,2017-07-14T04:38:38Z,2017-07-14T04:40:35Z,2017-07-14T04:38:38Z,Desorbed NA,2,2,NA,2,NA,117,,PotaggN_07132017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/PotaggN_07132017.qgd,c33a86bb-5c5c-4fab-8d52-0e681e11b7a1,1,1828
2017-07-14T13:57:53Z,2017-07-14T21:02:43Z,2017-07-14T20:58:29Z,2017-07-14T20:58:29Z,Desorbed NA,1,1,NA,1,NA,254,,Blank_07142017.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Blank_07142017.qgd,49a459ca-9e40-4c6e-9402-df23872e3ca9,1,59045
2017-07-14T13:57:53Z,2017-07-14T21:33:10Z,2017-07-14T21:35:11Z,2017-07-14T21:33:10Z,Desorbed NA,2,2,NA,2,NA,121,,VF4D07142017_07142017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/VF4D07142017_07142017.qgd,49a459ca-9e40-4c6e-9402-df23872e3ca9,1,1827
2017-07-14T13:57:53Z,2017-07-14T23:37:14Z,NA,2017-07-14T23:37:14Z,NA NA,3,3,NA,3,NA,NA,,NA,,NA,NA,49a459ca-9e40-4c6e-9402-df23872e3ca9,1,7444.5
2017-07-14T18:29:34Z,2017-07-15T01:41:19Z,2017-07-15T01:29:33Z,2017-07-15T01:29:33Z,Desorbed NA,1,1,NA,1,NA,706,,Blank2_07142017.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Blank2_07142017.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,7444.5
2017-07-14T18:29:34Z,2017-07-15T02:11:50Z,2017-07-15T02:13:55Z,2017-07-15T02:11:50Z,Desorbed NA,3,2,NA,2,NA,125,,VF6D07142017_07142017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/VF6D07142017_07142017.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,1831
2017-07-14T18:29:34Z,2017-07-15T02:43:00Z,2017-07-15T02:45:07Z,2017-07-15T02:43:00Z,Desorbed NA,4,3,NA,3,NA,127,,VF7D07102017_07142017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/VF7D07102017_07142017.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,1870
2017-07-14T18:29:34Z,2017-07-15T03:14:24Z,2017-07-15T03:16:34Z,2017-07-15T03:14:24Z,Desorbed NA,5,4,NA,4,NA,130,,VF7D07142017_07142017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/VF7D07142017_07142017.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,1884
2017-07-14T18:29:34Z,2017-07-15T03:45:52Z,2017-07-15T03:47:51Z,2017-07-15T03:45:52Z,Desorbed NA,6,5,NA,5,NA,119,,VF9D07102017_07142017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/VF9D07102017_07142017.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,1888
2017-07-14T18:29:34Z,2017-07-15T04:17:10Z,2017-07-15T04:19:20Z,2017-07-15T04:17:10Z,Desorbed NA,7,6,NA,6,NA,130,,VF9D07142017_07140217.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/VF9D07142017_07140217.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,1878
2017-07-14T18:29:34Z,2017-07-15T04:48:38Z,2017-07-15T04:50:49Z,2017-07-15T04:48:38Z,Desorbed NA,8,7,NA,7,NA,131,,Blank3_07142017.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Blank3_07142017.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,1888
2017-07-15T07:58:08Z,2017-07-15T15:03:01Z,2017-07-15T14:58:59Z,2017-07-15T14:58:59Z,Desorbed NA,1,1,NA,1,NA,242,,Blank_07152017.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Blank_07152017.qgd,4ccf8576-94fa-4f9e-a6e2-47225f62b8c6,1,36863
2017-07-15T07:58:08Z,2017-07-15T15:33:28Z,2017-07-15T15:35:38Z,2017-07-15T15:33:28Z,Desorbed NA,2,2,NA,2,NA,130,,VF1D07142017_07152017.qgd,,NA,C:/GCMSsolution/Data/Project1/RMBL Data/VF1D07142017_07152017.qgd,4ccf8576-94fa-4f9e-a6e2-47225f62b8c6,1,1827
